year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2010,Kia,Rio,LX,Sedan,manual,knadh4a35a6654353,va,2.7,48180.0,red,black,"jpmorgan chase bank,n.a.",6100.0,5100.0,2014-12-18 09:20:00+08:00
2010,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,1j4ba5h11al196069,mi,5.0,51561.0,silver,gray,kevins marysville auto sales inc,22000.0,23000.0,2014-12-18 09:30:00+08:00
2010,Land Rover,Range Rover,HSE,SUV,automatic,salme1d45aa314270,nc,3.5,64550.0,black,tan,hendrick motors of charlotte,33200.0,32800.0,2014-12-23 09:15:00+08:00
2010,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,1j4ha5h16al196658,fl,4.9,73517.0,blue,gray,the collection,20100.0,22800.0,2014-12-18 09:15:00+08:00
2010,Kia,Soul,!,Wagon,automatic,kndjt2a24a7139337,ny,2.7,84003.0,red,gray,adk auto brokers inc,7375.0,6300.0,2014-12-18 09:45:00+08:00
2010,Kia,Soul,!,Wagon,automatic,kndjt2a27a7162241,nc,2.9,127453.0,silver,black,regional acceptance corporation / greenville,5175.0,5100.0,2014-12-22 09:30:00+08:00
2010,Kia,Soul,!,Wagon,automatic,kndjt2a20a7059842,in,2.0,213336.0,gray,gray,santander consumer,4850.0,2300.0,2014-12-18 00:00:00+08:00
2010,Kia,Soul,!,Wagon,automatic,kndjt2a25a7103950,mn,3.3,88349.0,red,black,santander consumer,7175.0,7600.0,2014-12-18 10:45:00+08:00
2010,Lexus,GX 460,Base,SUV,automatic,jtjbm7fx9a5008299,nc,4.2,94303.0,white,brown,fleet lease remarketing,27200.0,28500.0,2015-02-09 01:30:00+08:00
2010,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,1j4ba5h11al219057,wi,4.3,61476.0,green,gray,new look enterprises inc,22200.0,22300.0,2015-01-14 10:00:00+08:00
2010,Kia,Forte,EX,Sedan,automatic,knafu4a29a5242423,fl,4.8,44170.0,—,brown,remarketing by ge/tmt auto wholesale inc,7250.0,8300.0,2014-12-19 09:45:00+08:00
2010,Kia,Optima,LX,Sedan,automatic,knagg4a83a5385531,ga,1.9,71901.0,silver,gray,tdaf remarketing,6750.0,6000.0,2014-12-18 10:00:00+08:00
2010,Kia,Forte,LX,Sedan,automatic,knaft4a20a5061567,ga,1.9,83275.0,white,gray,kia motors finance,4950.0,4400.0,2014-12-18 10:00:00+08:00
2010,Lexus,ES 350,Base,Sedan,automatic,jthbk1eg6a2397409,fl,3.6,59916.0,black,black,the collection,16200.0,17800.0,2014-12-18 09:15:00+08:00
2010,Kia,Forte,LX,Sedan,manual,knaft4a26a5065686,nc,1.9,116331.0,silver,gray,santander consumer,3575.0,2300.0,2014-12-22 09:30:00+08:00
2010,Kia,Forte,Koup EX,Koup,automatic,knafu6a25a5227378,pr,3.7,36533.0,orange,black,oriental bank,8225.0,7200.0,2014-12-18 11:30:00+08:00
2010,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,1j4ba5h17al140007,pa,4.8,59359.0,blue,gray,autocelli inc,21400.0,22900.0,2014-12-19 09:15:00+08:00
2010,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,1j4ba5h12al106699,oh,4.5,81938.0,blue,black,sullivan auto group llc,19400.0,21000.0,2014-12-31 10:05:00+08:00
2010,Jeep,Wrangler,Rubicon,SUV,manual,1j4ba6d12al207575,mn,5.0,33049.0,green,gray,select lane,22500.0,22250.0,2015-01-07 10:30:00+08:00
2010,Lexus,HS 250h,Premium,Sedan,automatic,jthbb1ba0a2033826,az,3.7,46807.0,red,tan,lexus financial services,17000.0,16500.0,2014-12-30 11:00:00+08:00
2010,Kia,Optima,LX,Sedan,automatic,knagg4a86a5435127,mn,2.9,40634.0,red,beige,santander consumer,7550.0,7700.0,2014-12-18 10:45:00+08:00
2010,Lexus,IS F,Base,Sedan,automatic,jthbp5c29a5007112,fl,3.6,64475.0,black,black,jack f hyde auto brokers,32900.0,31500.0,2015-01-07 14:15:00+08:00
2010,Jeep,Wrangler,Sport,SUV,automatic,1j4aa2d19al117098,il,4.6,66826.0,blue,gray,chrysler capital,15800.0,17100.0,2014-12-23 10:00:00+08:00
2010,Lexus,RX 350,Base,SUV,automatic,2t2zk1ba0ac004193,fl,2.4,31447.0,black,black,lexus of palm beach,24300.0,20200.0,2014-12-22 09:15:00+08:00
2010,Lexus,GX 460,Base,SUV,automatic,jtjbm7fx4a5000479,fl,4.3,104486.0,white,beige,florida auto and truck exchange inc,27500.0,27940.0,2015-01-20 08:00:00+08:00
2010,Lexus,ES 350,Base,Sedan,automatic,jthbk1eg2a2413816,nj,1.9,50364.0,black,gray,remarketing by ge/nextgear capital,17200.0,14600.0,2014-12-31 09:30:00+08:00
2010,Kia,Soul,!,Wagon,manual,kndjt2a27a7101777,ne,3.2,47949.0,silver,black,dt credit corporation,9525.0,7500.0,2014-12-18 12:00:00+08:00
2010,Kia,Soul,!,Wagon,automatic,kndjt2a26a7191181,nc,4.3,98854.0,green,black,santander consumer,6750.0,7900.0,2014-12-22 09:30:00+08:00
2010,Kia,Forte,LX,Sedan,automatic,knaft4a27a5848855,fl,3.9,154590.0,black,gray,courtesy kia of brandon,2675.0,3900.0,2014-12-18 16:20:00+08:00
2010,Lexus,RX 350,Base,SUV,automatic,2t2zk1ba0ac012066,tx,3.7,97853.0,white,tan,hopper motorplex inc,18600.0,16000.0,2014-12-23 10:10:00+08:00
2010,Jeep,Wrangler,Sahara,SUV,automatic,1j4aa5d13al158795,va,4.4,75757.0,black,gray,ourismans rockmont chevrolet,17400.0,17800.0,2014-12-18 09:35:00+08:00
2010,Lexus,ES 350,Base,Sedan,automatic,jthbk1eg4a2412568,fl,2.7,19878.0,beige,gold,david j leahy jr,19000.0,17450.0,2015-01-22 01:45:00+08:00
2010,Kia,Forte,EX,Sedan,automatic,knafu4a2xa5141908,il,3.5,68501.0,burgundy,purple,wells fargo dealer services,6450.0,7300.0,2014-12-18 10:00:00+08:00
2010,Land Rover,Range Rover,HSE,SUV,automatic,salmf1d4xaa324662,oh,4.9,84177.0,gray,gray,pauley motor car co preowned vehicles llc,31800.0,30700.0,2015-01-06 01:30:00+08:00
2010,Jeep,Wrangler,Unlimited Rubicon,SUV,automatic,1j4ha6h10al221348,tx,5.0,27422.0,green,gray,steve landers toyota,27500.0,28700.0,2015-01-07 10:20:00+08:00
2010,Kia,Sedona,Base,Minivan,automatic,kndmg4c32a6327959,pr,3.4,78006.0,black,gray,oriental bank,6700.0,5100.0,2014-12-18 11:30:00+08:00
2010,Kia,Sedona,Base,Minivan,automatic,kndmg4c33a6360923,mo,3.3,67569.0,white,tan,baxter ford inc,7100.0,8000.0,2014-12-17 10:30:00+08:00
2010,Kia,Forte,EX,Sedan,automatic,knafu4a26a5828397,mi,2.9,77435.0,gray,gray,the hertz corporation,6075.0,3500.0,2014-12-18 09:30:00+08:00
2010,Lexus,ES 350,Base,Sedan,automatic,jthbk1eg9a2407348,co,2.5,61419.0,gray,black,remarketing by ge/manheim ohio,16100.0,13100.0,2014-12-31 11:45:00+08:00
2010,Lexus,RX 350,Base,SUV,automatic,2t2zk1ba4ac041067,fl,4.3,16954.0,black,black,braman motorcars,25500.0,25600.0,2014-12-18 09:35:00+08:00
2010,Kia,Optima,LX,Sedan,automatic,knagg4a84a5442979,ga,3.5,46102.0,silver,gray,bank of america,7450.0,9500.0,2014-12-18 09:45:00+08:00
2010,Land Rover,LR2,HSE,SUV,automatic,salfr2bnxah190342,tx,4.1,54962.0,gray,black,laredo dodge chrysler jeep,15550.0,14500.0,2015-01-07 10:05:00+08:00
2010,Kia,Sportage,LX,SUV,automatic,kndkgca35a7712933,tn,2.4,50763.0,blue,gray,genesee first fcu,10800.0,9300.0,2014-12-23 10:30:00+08:00
2010,Lexus,ES 350,Base,Sedan,automatic,jthbk1eg3a2385069,nj,4.4,41790.0,white,purple,luxury cars of smithtown inc,17450.0,19200.0,2015-01-07 09:30:00+08:00
2010,Land Rover,Range Rover,Supercharged,SUV,automatic,salmf1e46aa326195,ga,2.5,36414.0,blue,tan,persichetti motorsports inc,45600.0,44000.0,2014-12-23 13:00:00+08:00
2010,Lexus,ES 350,Base,Sedan,automatic,jthbk1eg9a2408709,fl,3.7,53619.0,gray,beige,santander consumer,16750.0,18500.0,2014-12-18 09:50:00+08:00
2010,Kia,Forte,EX,Sedan,automatic,knafu4a21a5199924,nv,2.6,62176.0,gray,gray,prestige financial services,6500.0,5800.0,2014-12-18 12:00:00+08:00
2014,Ford,E-Series Van,E-150,E-Series Van,automatic,1ftne1ew3eda55844,az,5.0,9655.0,white,gray,ge fleet services for itself/servicer,20000.0,19300.0,2014-12-18 11:00:00+08:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg3er181816,fl,4.2,42563.0,gray,blue,avis corporation,15650.0,16200.0,2015-01-09 10:00:00+08:00
2014,Ford,C-Max Energi,SEL,Wagon,automatic,1fadp5cu2el500097,mi,4.4,7951.0,red,tan,ars-cpo,19350.0,19300.0,2014-12-18 09:00:00+08:00
2014,Ford,E-Series Van,E-150,E-Series Van,automatic,1ftne1ew8eda27828,tx,4.2,22670.0,white,—,enterprise vehicle exchange/hapeville,18550.0,13600.0,2014-12-18 12:00:00+08:00
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbne3bl1eda97861,il,4.2,20884.0,white,gray,avis budget group,18850.0,18600.0,2014-12-18 10:00:00+08:00
2014,FIAT,500L,Lounge,Wagon,automatic,zfbcfachxez022547,va,5.0,18472.0,red,gray,"chrysler group,llc",12500.0,13100.0,2015-01-15 00:45:00+08:00
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ew8eda20318,pa,3.7,5718.0,white,gray,u-haul,23600.0,23200.0,2015-01-16 01:00:00+08:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pdcbb5et250721,tn,4.4,28323.0,black,black,budget rent a car/atlanta,15100.0,15200.0,2014-12-23 10:30:00+08:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pdcbg6et226021,mn,4.0,26804.0,silver,black,hertz corporation/gdp,15950.0,14700.0,2015-01-14 05:00:00+08:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pdcbg2et193714,nv,4.5,23982.0,silver,black,enterprise veh exchange/rental,16000.0,17000.0,2014-12-19 12:00:00+08:00
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbss3blxeda93111,mo,4.1,14346.0,white,gray,ford motor credit company,24900.0,23800.0,2015-01-14 02:00:00+08:00
2014,Dodge,Journey,SE,SUV,automatic,3c4pdcab1et163691,nc,4.4,19412.0,silver,black,chrysler capital,13950.0,13700.0,2014-12-22 09:30:00+08:00
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbss3bl7eda81708,mo,4.7,11558.0,white,gray,ford motor credit company,25200.0,25200.0,2015-01-14 02:00:00+08:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pdcbb2et174200,fl,5.0,9424.0,white,black,fiserv/regions bank,15800.0,16900.0,2014-12-18 09:50:00+08:00
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbss3bl4eda89880,ny,3.7,7944.0,white,gray,ford motor credit company,25300.0,24300.0,2014-12-22 14:00:00+08:00
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbss3blxeda81752,mi,4.9,11218.0,white,gray,ford motor credit company,25200.0,25200.0,2015-01-15 01:00:00+08:00
2014,FIAT,500L,Easy,Wagon,automatic,zfbcfabh5ez011828,va,4.4,32216.0,black,gray,enterprise veh exchange/rental,11450.0,11500.0,2014-12-18 09:20:00+08:00
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbss3bl4eda71007,il,4.7,14425.0,white,gray,enterprise/ars,23900.0,24300.0,2014-12-18 10:00:00+08:00
2014,Ford,C-Max Hybrid,SEL,Wagon,automatic,1fadp5bu6el500850,mo,4.3,27933.0,black,black,ford motor credit company,17650.0,17500.0,2014-12-23 11:00:00+08:00
2014,Dodge,Journey,Limited,SUV,automatic,3c4pdcdg2et171578,mi,5.0,8562.0,white,black,kevins marysville auto sales inc,18850.0,20200.0,2014-12-18 09:30:00+08:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pddbg2et127914,va,4.0,23547.0,orange,gray,enterprise vehicle exchange/non program,17300.0,17700.0,2014-12-18 08:45:00+08:00
2014,Ford,C-Max Hybrid,SEL,Wagon,automatic,1fadp5bu7el507404,mo,4.3,27588.0,white,black,ford motor credit company,17700.0,17000.0,2014-12-23 11:00:00+08:00
2014,Dodge,Grand Caravan,SE,Minivan,automatic,2c4rdgbgxer309678,oh,1.9,6776.0,black,black,chrysler capital,15000.0,10000.0,2014-12-23 12:00:00+08:00
2014,Ford,E-Series Van,E-150,E-Series Van,automatic,1ftne1ew6eda55840,az,5.0,2455.0,white,gray,ge fleet services for itself/servicer,20800.0,19700.0,2014-12-18 11:00:00+08:00
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ewxeda17386,mn,3.8,5417.0,white,gray,u-haul,22500.0,22800.0,2014-12-18 10:30:00+08:00
2014,Dodge,Journey,SE,SUV,automatic,3c4pdcab6et218166,nc,3.5,14282.0,blue,black,chrysler capital,14600.0,13700.0,2014-12-22 09:30:00+08:00
2014,FIAT,500,Pop,Hatchback,manual,3c3cffar0et264216,fl,4.7,7072.0,red,gray,chrysler capital,11100.0,10800.0,2014-12-18 09:50:00+08:00
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbss3bl7eda93082,mo,4.8,12335.0,white,gray,ford motor credit company,25200.0,25200.0,2015-01-20 03:00:00+08:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pdcbgxet211196,nv,4.0,25600.0,black,beige,enterprise veh exchange/rental,15850.0,16900.0,2014-12-19 12:00:00+08:00
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ew8eda17385,mn,3.4,3703.0,white,gray,u-haul,22600.0,22800.0,2014-12-18 10:30:00+08:00
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbne3bl8eda82385,tx,4.9,15091.0,—,gray,avis budget group,20200.0,20000.0,2014-12-18 10:30:00+08:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pddbg2et186803,co,3.0,22710.0,turquoise,black,hertz corporation/gdp,17700.0,17000.0,2014-12-30 12:00:00+08:00
2014,Ford,F-350 Super Duty,Lariat,Crew Cab,automatic,1ft8w3dt0eeb33973,wi,4.9,10900.0,gray,black,russ darrow leasing co inc,50400.0,44933.0,2014-12-17 10:00:00+08:00
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbne3bl7eda67487,ny,4.1,14944.0,white,gray,ford motor credit company,20200.0,20700.0,2015-01-14 01:20:00+08:00
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ew2eda17382,mn,4.3,5510.0,white,gray,u-haul,22400.0,23000.0,2014-12-18 10:30:00+08:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pdcbg3et161211,nv,4.1,26073.0,gray,black,enterprise veh exchange/rental,15850.0,16300.0,2015-01-09 12:00:00+08:00
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbne3bl7eda98089,mo,3.9,14432.0,white,gray,avis budget group,20200.0,19500.0,2015-02-11 02:00:00+08:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pdcbb9et229368,fl,4.5,26040.0,silver,black,budget rac of atlanta,15100.0,15400.0,2014-12-18 09:00:00+08:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pdcbg9et127855,ga,4.9,22662.0,silver,black,ed voyles chrysler jeep inc,16250.0,15900.0,2014-12-18 10:00:00+08:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pdcbb0et226133,il,4.0,12870.0,gray,black,hertz corporation/gdp,15750.0,15800.0,2015-02-12 03:00:00+08:00
2014,Dodge,Journey,Limited,SUV,automatic,3c4pdddg7et181920,co,4.0,22968.0,red,black,overland west inc,12350.0,13300.0,2015-06-09 05:00:00+07:00
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbss3bl9eda81712,mo,4.4,9393.0,white,gray,ford motor credit company,25200.0,25500.0,2014-12-23 11:00:00+08:00
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbne3bl6edb01029,mo,5.0,8088.0,white,gray,avis budget group,21000.0,20700.0,2014-12-23 11:00:00+08:00
2014,Ford,E-Series Van,E-150,E-Series Van,automatic,1ftne1ew5eda39032,mn,4.6,7468.0,white,gray,ge fleet services for itself/servicer,20200.0,22000.0,2014-12-18 10:45:00+08:00
2014,Ford,C-Max Hybrid,SEL,Wagon,automatic,1fadp5bu5el507403,mo,4.3,27602.0,red,black,ford motor credit company,17700.0,17100.0,2014-12-23 11:00:00+08:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg1er390715,il,4.0,20749.0,white,black,enterprise holdings/gdp,16950.0,15800.0,2015-02-12 03:00:00+08:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pddbg6et143730,sc,3.0,16501.0,white,black,enterprise vehicle exchange / tra / rental / tulsa,18050.0,14400.0,2014-12-18 11:00:00+08:00
2014,FIAT,500L,Easy,Wagon,manual,zfbcfabh4ez005308,co,5.0,3141.0,green,gray,chrysler capital,12600.0,12100.0,2014-12-30 12:00:00+08:00
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbne3bl3edb00923,mo,5.0,8599.0,white,gray,avis budget group,20900.0,20600.0,2014-12-23 11:00:00+08:00
2014,Ford,E-Series Wagon,E-150 XL,Van,automatic,1fmne1bw7eda01026,sc,4.4,23876.0,white,gray,enterprise veh exchange/rental,23100.0,21100.0,2014-12-23 09:15:00+08:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pddbg3et108448,az,4.3,34178.0,silver,black,enterprise veh exchange/rental,16150.0,16800.0,2014-12-18 11:30:00+08:00
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbne3bl6eda50471,tx,4.4,14126.0,—,gray,ars/enterprise,20300.0,21500.0,2014-12-18 10:30:00+08:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pddbg2et230363,ne,3.8,20226.0,black,black,enterprise vehicle exchange/davenport,17650.0,18300.0,2014-12-18 10:30:00+08:00
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ew8eda19329,pa,4.9,5276.0,white,gray,u-haul,22600.0,24600.0,2014-12-19 09:00:00+08:00
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbss3bl8eda89848,ny,3.1,7631.0,white,gray,ford motor credit company,25500.0,24400.0,2015-01-07 09:20:00+08:00
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbss3bl3eda90888,mo,3.7,14330.0,white,gray,kc landsmen ars,24400.0,23300.0,2014-12-17 10:00:00+08:00
2010,MINI,Cooper,S,Hatchback,manual,wmwmf7c57atx42666,pa,4.2,63035.0,white,gray,alans autos,10900.0,10300.0,2014-12-19 09:00:00+08:00
2010,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1sf1a1105715,pr,2.8,84039.0,gray,black,oriental bank,6575.0,4600.0,2014-12-23 11:30:00+08:00
2010,MINI,Cooper,S,Hatchback,manual,wmwmf7c52atx41635,ny,3.0,50338.0,white,gray,orange motor co inc,11750.0,9700.0,2014-12-18 09:45:00+08:00
2010,MINI,Cooper,S,Hatchback,automatic,wmwmf7c54atz73721,fl,3.0,54069.0,gold,black,braman motors,11550.0,10000.0,2014-12-18 09:35:00+08:00
2010,Mazda,Mazda6,i Grand Touring,Sedan,automatic,1yvhz8ch4a5m55795,in,3.3,68759.0,gray,black,auto trakk llc,8425.0,8400.0,2015-01-21 05:30:00+08:00
2010,Mazda,Mazda6,i Grand Touring,Sedan,automatic,1yvhz8ch3a5m45212,ga,3.2,111654.0,black,black,"jpmorgan chase bank,n.a.",6675.0,7100.0,2014-12-18 10:00:00+08:00
2010,Mazda,Mazda3,i SV,Sedan,automatic,jm1bl1sf6a1107069,pr,3.9,55231.0,blue,black,oriental bank,8100.0,7000.0,2014-12-18 11:30:00+08:00
2010,Mercedes-Benz,C-Class,C300 Sport 4MATIC,Sedan,automatic,wddgf8bb0af449368,fl,4.4,44429.0,gray,black,mercedes-benz of palm beach,17100.0,16200.0,2014-12-18 09:50:00+08:00
2010,Lincoln,MKX,Base,SUV,automatic,2lmdj8jc0abj01657,mn,4.4,105280.0,black,black,select lane,11850.0,12000.0,2014-12-30 10:30:00+08:00
2010,Mercedes-Benz,C-Class,C300 Sport 4MATIC,Sedan,automatic,wddgf8bb7ar107902,mn,3.7,22129.0,black,black,feldmann imports inc,19300.0,17300.0,2014-12-30 14:00:00+08:00
2010,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb8ar094975,ca,3.7,68757.0,white,beige,mercedes benz of bakersfield,14750.0,16000.0,2014-12-18 12:30:00+08:00
2010,Mazda,Mazda3,i SV,Sedan,automatic,jm1bl1sf2a1105903,pr,2.5,51804.0,black,black,super discount auto sales corp,8225.0,7200.0,2014-12-18 11:00:00+08:00
2010,Mercedes-Benz,E-Class,E350,Sedan,automatic,wddhf5gb2aa068498,ga,3.1,56754.0,red,burgundy,td auto finance,21800.0,20600.0,2014-12-18 10:00:00+08:00
2010,Mazda,Mazda3,i SV,Sedan,manual,jm1bl1sf0a1272633,pr,3.5,26911.0,black,black,oriental bank,8900.0,5500.0,2014-12-23 11:30:00+08:00
2010,Mercedes-Benz,C-Class,C300 Sport 4MATIC,Sedan,automatic,wddgf8bb1af458547,sc,4.4,40500.0,red,tan,myrddin fleet services,17450.0,17200.0,2014-12-18 10:00:00+08:00
2010,Mazda,Mazda3,s Grand Touring,Sedan,automatic,jm1bl1s52a1224803,fl,4.1,30939.0,red,tan,fiserv/crescent bank & trust,9975.0,10400.0,2014-12-18 09:35:00+08:00
2010,Mazda,Mazda3,i SV,Sedan,automatic,jm1bl1sf1a1242623,pr,3.1,55736.0,red,black,oriental bank,8075.0,7200.0,2014-12-18 11:30:00+08:00
2010,Mazda,Mazdaspeed3,Sport,Hatchback,manual,jm1bl1h4xa1162985,va,2.9,36364.0,gray,black,myrddin fleet services,12450.0,12200.0,2014-12-18 08:50:00+08:00
2010,Mazda,Mazda6,i Grand Touring,Sedan,automatic,1yvhz8ch6a5m24970,tx,3.3,77774.0,black,black,remarketing by ge/ak&y enterprises inc,8350.0,9100.0,2014-12-18 11:00:00+08:00
2010,Mazda,Mazda3,i Touring,Sedan,automatic,jm1bl1sg1a1215611,pa,3.5,85407.0,blue,black,champion mazda,6625.0,6800.0,2014-12-19 09:00:00+08:00
2010,Mazda,Mazda3,i SV,Sedan,automatic,jm1bl1sf8a1256695,pr,3.4,68459.0,gray,black,scotiabank de puerto rico,6975.0,5600.0,2015-01-15 03:00:00+08:00
2010,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb1af431522,ca,4.6,22718.0,black,black,elad motors,17650.0,19600.0,2014-12-23 12:30:00+08:00
2010,Mazda,Mazda3,i SV,Sedan,automatic,jm1bl1sf2a1283407,fl,2.9,57028.0,blue,black,santander consumer,8025.0,8700.0,2014-12-18 09:50:00+08:00
2010,Mazda,Mazda6,i Sport,Sedan,automatic,1yvhz8bh4a5m27299,fl,2.8,63559.0,black,black,regional acceptance corporation / greenville,7925.0,8200.0,2014-12-18 09:50:00+08:00
2010,MINI,Cooper Clubman,S,Hatchback,automatic,wmwmm3c54atz32827,nv,3.5,80815.0,gray,black,kapitolia auto llc,9650.0,10300.0,2014-12-19 12:00:00+08:00
2010,MINI,Cooper Clubman,S,Hatchback,automatic,wmwmm3c59atp94606,nc,4.4,82300.0,blue,black,manheim fort lauderdale,9550.0,8000.0,2014-12-22 09:30:00+08:00
2010,Mercedes-Benz,C-Class,C300 Sport 4MATIC,Sedan,automatic,wddgf8bb0af416547,nc,3.7,62002.0,white,beige,hendrick motors of charlotte,15450.0,16000.0,2014-12-23 09:15:00+08:00
2010,Mazda,Mazda3,i Sport,Sedan,manual,jm1bl1sg8a1102433,nj,3.2,117996.0,black,black,lester glenn buick,4625.0,5000.0,2015-01-07 09:30:00+08:00
2010,Mercedes-Benz,GL-Class,GL350 BlueTEC,SUV,automatic,4jgbf2fe5aa562585,wi,1.0,138260.0,gray,tan,cat wholesale llc,18450.0,14400.0,2015-02-11 02:30:00+08:00
2010,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb4ar089563,fl,3.0,56138.0,white,beige,crown eurocars inc,15600.0,17000.0,2014-12-18 09:45:00+08:00
2010,Mazda,Mazdaspeed3,Sport,Hatchback,manual,jm1bl1h39a1327738,ok,2.7,70268.0,black,black,municipal employees credit union,10900.0,9200.0,2014-12-18 10:30:00+08:00
2010,Mazda,CX-9,Touring,SUV,automatic,jm3tb3ma1a0227668,mi,3.4,66220.0,black,black,gm financial,14750.0,12000.0,2014-12-23 09:30:00+08:00
2010,Mazda,Mazda3,s Sport,Hatchback,automatic,jm1bl1h68a1198918,pa,2.3,83964.0,blue,black,primeritus remarketing/crescent bank & trust,7575.0,6600.0,2015-01-07 09:30:00+08:00
2010,Mazda,Mazda3,i SV,Sedan,automatic,jm1bl1sf1a1219763,in,2.9,106428.0,gray,black,santander consumer,6275.0,6400.0,2014-12-18 10:10:00+08:00
2010,Mercedes-Benz,E-Class,E63 AMG,Sedan,automatic,wddhf7hbxaa097547,nj,4.9,53906.0,black,black,rally auto sales inc,33100.0,34600.0,2014-12-31 09:30:00+08:00
2010,Mazda,CX-7,i Sport,SUV,automatic,jm3er2w56a0341566,fl,3.5,94657.0,black,black,grow financial fcu,7950.0,8100.0,2014-12-18 09:50:00+08:00
2010,Mazda,Mazda3,s Grand Touring,Hatchback,automatic,jm1bl1h5xa1226340,va,2.7,50476.0,gray,black,langley fcu,9500.0,8000.0,2014-12-31 09:30:00+08:00
2010,Mazda,Mazda3,s Grand Touring,Sedan,automatic,jm1bl1s59a1254641,fl,1.9,60097.0,white,black,tfp international inc,9875.0,8000.0,2015-02-26 03:45:00+08:00
2010,Mercedes-Benz,CLS-Class,CLS550,Sedan,automatic,wdddj7cb5aa165080,fl,2.0,23039.0,gray,black,mercedes benz of ft lauderdale,32000.0,17400.0,2014-12-30 09:15:00+08:00
2010,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb7ar101625,nv,2.8,73596.0,white,tan,findlay toyota and scion,14450.0,12000.0,2014-12-19 12:00:00+08:00
2010,MINI,Cooper,S,Hatchback,manual,wmwmf7c53atx41711,co,2.8,46428.0,blue,black,gm financial,11600.0,11700.0,2014-12-23 11:45:00+08:00
2010,MINI,Cooper,Base,Convertible,automatic,wmwmr3c53atu97302,az,2.9,41719.0,white,black,onesource/southwest remarketing,11100.0,11600.0,2014-12-18 11:00:00+08:00
2010,Mercedes-Benz,E-Class,E550 4MATIC,Sedan,automatic,wddhf9ab6aa179510,il,2.4,59036.0,blue,tan,g h n leasing corporation,22400.0,23600.0,2014-12-18 10:00:00+08:00
2010,Mercedes-Benz,E-Class,E350 4MATIC,Sedan,automatic,wddhf8hb6aa067600,nc,4.4,68791.0,gray,black,myrddin fleet services,19550.0,19800.0,2014-12-30 09:15:00+08:00
2010,Mazda,Mazda5,Sport,Minivan,automatic,jm1cr2wl0a0368230,tx,2.8,103659.0,blue,black,united acceptance,5750.0,3500.0,2015-01-22 03:00:00+08:00
